1.000000, 0.050000, 0.999950
2.000000, 0.050000, 1.999800
3.000000, 0.050000, 2.999550
4.000000, 0.050000, 3.999200
5.000000, 0.050000, 4.998750
6.000000, 0.050000, 5.998201
7.000000, 0.050000, 6.997551
8.000000, 0.050000, 7.996801
9.000000, 0.050000, 8.995952
10.000000, 0.050000, 9.995002
11.000000, 0.050000, 10.993953
12.000000, 0.050000, 11.992804
13.000000, 0.050000, 12.991555
14.000000, 0.050000, 13.990207
15.000000, 0.050000, 14.988758
16.000000, 0.050000, 15.987210
17.000000, 0.050000, 16.985562
18.000000, 0.050000, 17.983815
19.000000, 0.050000, 18.981967
20.000000, 0.050000, 19.980020
21.000000, 1.239286, 19.980020
22.000000, 2.320455, 19.980020
23.000000, 3.307609, 19.980020
24.000000, 4.212500, 19.980020
25.000000, 5.045000, 19.980020
26.000000, 5.813462, 19.980020
27.000000, 6.525000, 19.980020
28.000000, 7.185714, 19.980020
29.000000, 7.800862, 19.980020
30.000000, 8.375000, 19.980020
31.000000, 8.912097, 19.980020
32.000000, 9.415625, 19.980020
33.000000, 9.888636, 19.980020
34.000000, 10.333824, 19.980020
35.000000, 10.753571, 19.980020
36.000000, 11.150000, 19.980020
37.000000, 11.525000, 19.980020
38.000000, 11.880263, 19.980020
39.000000, 12.217308, 19.980020
40.000000, 12.537500, 19.980020
41.000000, 12.842073, 19.980020
42.000000, 13.132143, 19.980020
43.000000, 13.408721, 19.980020
44.000000, 13.672727, 19.980020
45.000000, 13.925000, 19.980020
46.000000, 14.166304, 19.980020
47.000000, 14.397340, 19.980020
48.000000, 14.618750, 19.980020
49.000000, 14.831122, 19.980020
